url,Response_time_ms,Load_time_ms,DOM_Content_Loaded_Time_ms,First_byte_TTFB_ms,Total_links,No_of_requests,Byte_in_bytes,Page_size_MB,Largest_contentful_paint_LCP_ms,Cumulative_Layout_Shift_CLS,First_Contentful_Paint_FCP_ms,Time_to_interactive_TTI_ms,Speed_Index_ms,Interaction_to_Next_Paint_INP_ms,Design_optimization_score,JavaScript_Execution_Time_ms,Main_Thread_Work_CPU_ms,CSS_Blocking_Time_ms,Broken_link_count,Start_render_time_ms,Document_complete_time_ms,composite_score,label
https://bayada.com,237.0,2654.0,2645,216,139,122,1404989,1.328,4168.80048,1.72e-05,2785.33684,37577.04375,10887.82534,3514.4617291666664,43.0,42244.028,20473.56382,482,13.0,2785.33684,2654,0.09490040208543567,Average
https://bcdtravel.com,273.0,8821.0,6707,68,165,75,626885,0.582,5901.393,0.03076839356,5200.893,56991.3238,21184.11327,3504.9345381944445,29.0,70607.956,39392.007,1852,97.0,5200.893,8821,0.172871123551506,Weak
https://lincolnfinancial.com,18.0,874.0,866,15,289,52,1763082,1.668,21580.409,0.0,13718.948,23743.293,16757.25842,3495.4073472222226,25.0,25695.84,9271.845,610,0.0,13718.948,874,0.18906909796302637,Weak
https://zurichna.com,135.0,1053.0,402,94,289,73,1114962,1.052,7931.6045,0.02748544416,3002.1525,21461.48685,6574.733222,3485.8801562500003,34.0,19312.592,8668.8,519,0.0,3002.1525,1053,0.06720611147692435,Average
https://wartsila.com,176.0,2533.0,2154,11,52,64,1688350,1.6,13516.302,0.0,3274.054,24064.96073,12574.58265,3476.352965277778,30.0,21795.108,4182.137,0,3.0,3274.054,2533,0.10369376509422117,Weak
https://odesk.com,55.0,670.0,491,38,0,5,60154,0.057,5822.38675,0.0,2842.855,41124.8269,21516.19149,3466.825774305556,34.0,77629.624,25356.062,0,0.0,2842.855,670,0.1514858688864989,Weak
https://outback.com,155.0,199.0,188,0,0,0,0,0.0,20321.948,0.04687529989,4482.713,45173.7466,12208.97478,3457.298583333333,27.0,48255.476,22763.867,304,19.0,4482.713,199,0.12554265501591022,Weak
https://cmu.edu,125.0,4598.0,945,56,137,95,50891670,48.518,11157.0155,0.0,5516.2635,26506.89383,19058.93575,3447.771392361111,26.0,24174.58,4562.9605,2626,11.0,5516.2635,4598,0.1489766721430807,Weak
https://unal.edu.co,57.0,85.0,84,11,0,1,820,0.0,11694.482,8.61e-05,3409.762,13962.4568,6178.181822,3438.244201388889,39.0,5449.904,1242.5,2102,46.5,3409.762,85,0.06534263746393681,Average
https://computacenter.com,346.0,2627.0,2600,106,148,53,3392623,3.223,19317.98444,0.02015181004,5115.79376,19440.22025,7072.273215,3428.7170104166667,32.0,9201.588,1854.5,1169,82.0,5115.79376,2627,0.08746953734184139,Average
https://panalpina.com,920.0,3299.0,1669,629,268,51,2144,0.002,7050.233,0.0001425502201,4636.4282,12796.61194,7397.519624,3419.1898194444448,31.0,9347.256,3451.6546,0,2.0,4636.4282,3299,0.07495039010920343,Average
https://sc.edu,428.0,2746.0,1304,360,245,48,4238956,4.034,6374.1855,0.0,1629.513,20368.24233,6175.322592,3409.6626284722224,41.0,22990.9,13223.90925,40,0.0,1629.513,2746,0.055756362777154844,Average
